# The generic word each MIPS decode rule carries.
#
# One row per case label of an instrumented dispatch switch in
# target/mips/tcg/translate.c.  scripts/mips-df-ident.py turns the pair
# into the per-site tables the decoder consults, and REFUSES in both
# directions: a label with no row here does not generate, and a row that
# names no label of any instrumented switch does not generate either.
#
# Column 1 is the case label, exactly as translate.c spells it.  Column 2
# is a word from include/exec/insn-dataflow-words.h, or "-" for a rule
# with nothing generic to say, whose reason is then column 3.
#
# Copyright (c) 2026 Maccoy Merrell
#
# SPDX-License-Identifier: GPL-2.0-or-later

# int.add
OPC_ADD	int.add
OPC_ADDIU	int.add
OPC_ADDU	int.add
OPC_DADD	int.add
OPC_DADDIU	int.add
OPC_DADDU	int.add
OPC_DAHI	int.add
OPC_DATI	int.add

# int.sub
OPC_DSUB	int.sub
OPC_DSUBU	int.sub
OPC_SUB	int.sub
OPC_SUBU	int.sub

# int.mul
MMI_OPC_MULT1	int.mul
MMI_OPC_MULTU1	int.mul
OPC_DMULT	int.mul
OPC_DMULTU	int.mul
OPC_MUL	int.mul
OPC_MULT	int.mul
OPC_MULTU	int.mul
R6_OPC_DMUH	int.mul
R6_OPC_DMUHU	int.mul
R6_OPC_DMUL	int.mul
R6_OPC_DMULU	int.mul
R6_OPC_MUH	int.mul
R6_OPC_MUHU	int.mul
R6_OPC_MUL	int.mul
R6_OPC_MULU	int.mul

# int.div
MMI_OPC_DIV1	int.div
MMI_OPC_DIVU1	int.div
OPC_DDIV	int.div
OPC_DDIVU	int.div
OPC_DIV	int.div
OPC_DIVU	int.div
R6_OPC_DDIV	int.div
R6_OPC_DDIVU	int.div
R6_OPC_DIV	int.div
R6_OPC_DIVU	int.div
R6_OPC_DMOD	int.div
R6_OPC_DMODU	int.div
R6_OPC_MOD	int.div
R6_OPC_MODU	int.div

# int.madd
MMI_OPC_MADD	int.madd
MMI_OPC_MADD1	int.madd
MMI_OPC_MADDU	int.madd
MMI_OPC_MADDU1	int.madd
OPC_MADD	int.madd
OPC_MADDU	int.madd

# int.msub
OPC_MSUB	int.msub
OPC_MSUBU	int.msub

# and
OPC_AND	and
OPC_ANDI	and

# or
OPC_OR	or
OPC_ORI	or

# not
#
# NOR's distinguishing operation is the complement, not the disjunction.
# gen_logic()'s OPC_NOR arm emits tcg_gen_nor_tl when both sources are
# live and tcg_gen_not_tl when either is $zero -- which is the `not
# rd,rs' idiom the assembler spells for rs == $zero -- so every arm of
# the rule complements and only one of them also disjoins.  Wording it
# `or' loses the complement entirely: `not $t2,$t3' published as OR
# reconstructs to the operand instead of to its complement.
OPC_NOR	not

# xor
OPC_XOR	xor
OPC_XORI	xor

# shl
OPC_DSLL	shl
OPC_DSLL32	shl
OPC_DSLLV	shl
OPC_SLL	shl
OPC_SLLV	shl

# shr
OPC_DSRA	shr
OPC_DSRA32	shr
OPC_DSRAV	shr
OPC_DSRL	shr
OPC_DSRL32	shr
OPC_DSRLV	shr
OPC_SRA	shr
OPC_SRAV	shr
OPC_SRL	shr
OPC_SRLV	shr

# ror
OPC_DROTR	ror
OPC_DROTR32	ror
OPC_DROTRV	ror
OPC_ROTR	ror
OPC_ROTRV	ror

# bitmanip
OPC_ALIGN	bitmanip
OPC_ALIGN_1	bitmanip
OPC_ALIGN_2	bitmanip
OPC_ALIGN_3	bitmanip
OPC_BITSWAP	bitmanip
OPC_CLO	bitmanip
OPC_CLZ	bitmanip
OPC_DALIGN	bitmanip
OPC_DALIGN_1	bitmanip
OPC_DALIGN_2	bitmanip
OPC_DALIGN_3	bitmanip
OPC_DALIGN_4	bitmanip
OPC_DALIGN_5	bitmanip
OPC_DALIGN_6	bitmanip
OPC_DALIGN_7	bitmanip
OPC_DBITSWAP	bitmanip
OPC_DCLO	bitmanip
OPC_DCLZ	bitmanip
OPC_DEXT	bitmanip
OPC_DEXTM	bitmanip
OPC_DEXTU	bitmanip
OPC_DINS	bitmanip
OPC_DINSM	bitmanip
OPC_DINSU	bitmanip
OPC_DSBH	bitmanip
OPC_DSHD	bitmanip
OPC_EXT	bitmanip
