# What each aarch64/arm helper does through a pointer argument that names a
# register.
#
# Column 1 is the helper's name as DEF_HELPER spells it, suffix and all.
# Column 2 is one character per argument: '-' the argument names no register,
# 'r' the helper reads through it, 'w' it writes through it, 'b' both.
# Column 3 is why, and it is not optional: a direction with no stated ground
# is an assertion, and the generator refuses one.
#
# GENERATED by scripts/insn-df-arm-fpst-rows.py from the target's own expanded
# helper list.  Do not hand-edit a row: change the generator and re-emit.
#
# The other half of the completeness -- every helper that takes a register
# pointer has a row, and every row names such a helper -- is enforced where
# this table meets the compiler's view, in insn_dataflow_declare_helper_usage().
#
# Copyright (c) 2026 Maccoy Merrell
#
# SPDX-License-Identifier: GPL-2.0-or-later

advsimd_acge_f16	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_acgt_f16	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_add2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_ceq_f16	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_cge_f16	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_cgt_f16	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_div2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_max2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_maxnum2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_min2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_minnum2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_mul2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_muladd2h	---b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_muladdh	---b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_mulx2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_mulxh	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_rinth	-b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_rinth_exact	-b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
advsimd_sub2h	--b	the float_status this operation computes through: softfloat reads the rounding mode and the flush-to-zero, default-NaN and AFP controls out of it and ORs the exceptions it raised back into it
